filename,modality,channel,emotion,intensity,statement,repetition,actor_id,gender,filepath,file_size_kb,canonical_label,split
01-01-04-02-01-02-01.mp4,full_AV,speech,sad,strong,1,2,1,male,data\raw\ravdess\Actor_01\01-01-04-02-01-02-01.mp4,4596.4,sad,train
01-01-04-02-02-01-01.mp4,full_AV,speech,sad,strong,2,1,1,male,data\raw\ravdess\Actor_01\01-01-04-02-02-01-01.mp4,4632.9,sad,train
01-01-04-02-02-02-01.mp4,full_AV,speech,sad,strong,2,2,1,male,data\raw\ravdess\Actor_01\01-01-04-02-02-02-01.mp4,4625.9,sad,train
01-01-05-01-01-01-01.mp4,full_AV,speech,angry,normal,1,1,1,male,data\raw\ravdess\Actor_01\01-01-05-01-01-01-01.mp4,4797.8,angry,train
01-01-05-01-01-02-01.mp4,full_AV,speech,angry,normal,1,2,1,male,data\raw\ravdess\Actor_01\01-01-05-01-01-02-01.mp4,4915.0,angry,train
01-01-05-01-02-01-01.mp4,full_AV,speech,angry,normal,2,1,1,male,data\raw\ravdess\Actor_01\01-01-05-01-02-01-01.mp4,4345.8,angry,train
01-01-05-01-02-02-01.mp4,full_AV,speech,angry,normal,2,2,1,male,data\raw\ravdess\Actor_01\01-01-05-01-02-02-01.mp4,4628.5,angry,train
01-01-05-02-01-01-01.mp4,full_AV,speech,angry,strong,1,1,1,male,data\raw\ravdess\Actor_01\01-01-05-02-01-01-01.mp4,5104.9,angry,train
01-01-05-02-01-02-01.mp4,full_AV,speech,angry,strong,1,2,1,male,data\raw\ravdess\Actor_01\01-01-05-02-01-02-01.mp4,5424.8,angry,train
01-01-05-02-02-01-01.mp4,full_AV,speech,angry,strong,2,1,1,male,data\raw\ravdess\Actor_01\01-01-05-02-02-01-01.mp4,5142.1,angry,train
01-01-05-02-02-02-01.mp4,full_AV,speech,angry,strong,2,2,1,male,data\raw\ravdess\Actor_01\01-01-05-02-02-02-01.mp4,5509.6,angry,train
01-01-06-01-01-01-01.mp4,full_AV,speech,fearful,normal,1,1,1,male,data\raw\ravdess\Actor_01\01-01-06-01-01-01-01.mp4,4561.2,fearful,train
01-01-06-01-01-02-01.mp4,full_AV,speech,fearful,normal,1,2,1,male,data\raw\ravdess\Actor_01\01-01-06-01-01-02-01.mp4,4506.8,fearful,train
01-01-06-01-02-01-01.mp4,full_AV,speech,fearful,normal,2,1,1,male,data\raw\ravdess\Actor_01\01-01-06-01-02-01-01.mp4,4263.0,fearful,train
01-01-06-01-02-02-01.mp4,full_AV,speech,fearful,normal,2,2,1,male,data\raw\ravdess\Actor_01\01-01-06-01-02-02-01.mp4,4593.3,fearful,train
01-01-06-02-01-01-01.mp4,full_AV,speech,fearful,strong,1,1,1,male,data\raw\ravdess\Actor_01\01-01-06-02-01-01-01.mp4,6234.5,fearful,train
01-01-06-02-01-02-01.mp4,full_AV,speech,fearful,strong,1,2,1,male,data\raw\ravdess\Actor_01\01-01-06-02-01-02-01.mp4,5270.6,fearful,train
01-01-06-02-02-01-01.mp4,full_AV,speech,fearful,strong,2,1,1,male,data\raw\ravdess\Actor_01\01-01-06-02-02-01-01.mp4,4950.5,fearful,train
01-01-06-02-02-02-01.mp4,full_AV,speech,fearful,strong,2,2,1,male,data\raw\ravdess\Actor_01\01-01-06-02-02-02-01.mp4,4869.2,fearful,train
01-01-07-01-01-01-01.mp4,full_AV,speech,disgust,normal,1,1,1,male,data\raw\ravdess\Actor_01\01-01-07-01-01-01-01.mp4,4799.2,disgust,train
01-01-07-01-01-02-01.mp4,full_AV,speech,disgust,normal,1,2,1,male,data\raw\ravdess\Actor_01\01-01-07-01-01-02-01.mp4,4870.7,disgust,train
01-01-07-01-02-01-01.mp4,full_AV,speech,disgust,normal,2,1,1,male,data\raw\ravdess\Actor_01\01-01-07-01-02-01-01.mp4,4873.9,disgust,train
01-01-07-01-02-02-01.mp4,full_AV,speech,disgust,normal,2,2,1,male,data\raw\ravdess\Actor_01\01-01-07-01-02-02-01.mp4,4760.2,disgust,train
01-01-07-02-01-01-01.mp4,full_AV,speech,disgust,strong,1,1,1,male,data\raw\ravdess\Actor_01\01-01-07-02-01-01-01.mp4,5338.3,disgust,train
01-01-07-02-01-02-01.mp4,full_AV,speech,disgust,strong,1,2,1,male,data\raw\ravdess\Actor_01\01-01-07-02-01-02-01.mp4,5117.4,disgust,train
01-01-07-02-02-01-01.mp4,full_AV,speech,disgust,strong,2,1,1,male,data\raw\ravdess\Actor_01\01-01-07-02-02-01-01.mp4,5042.0,disgust,train
01-01-07-02-02-02-01.mp4,full_AV,speech,disgust,strong,2,2,1,male,data\raw\ravdess\Actor_01\01-01-07-02-02-02-01.mp4,5431.2,disgust,train
01-01-08-01-01-01-01.mp4,full_AV,speech,surprised,normal,1,1,1,male,data\raw\ravdess\Actor_01\01-01-08-01-01-01-01.mp4,4218.4,surprised,train
01-01-08-01-01-02-01.mp4,full_AV,speech,surprised,normal,1,2,1,male,data\raw\ravdess\Actor_01\01-01-08-01-01-02-01.mp4,4065.9,surprised,train
01-01-08-01-02-01-01.mp4,full_AV,speech,surprised,normal,2,1,1,male,data\raw\ravdess\Actor_01\01-01-08-01-02-01-01.mp4,4384.7,surprised,train
01-01-08-01-02-02-01.mp4,full_AV,speech,surprised,normal,2,2,1,male,data\raw\ravdess\Actor_01\01-01-08-01-02-02-01.mp4,4066.6,surprised,train
01-01-08-02-01-01-01.mp4,full_AV,speech,surprised,strong,1,1,1,male,data\raw\ravdess\Actor_01\01-01-08-02-01-01-01.mp4,4262.4,surprised,train
01-01-08-02-01-02-01.mp4,full_AV,speech,surprised,strong,1,2,1,male,data\raw\ravdess\Actor_01\01-01-08-02-01-02-01.mp4,4432.8,surprised,train
01-01-08-02-02-01-01.mp4,full_AV,speech,surprised,strong,2,1,1,male,data\raw\ravdess\Actor_01\01-01-08-02-02-01-01.mp4,4351.5,surprised,train
01-01-08-02-02-02-01.mp4,full_AV,speech,surprised,strong,2,2,1,male,data\raw\ravdess\Actor_01\01-01-08-02-02-02-01.mp4,4064.9,surprised,train
02-01-01-01-01-01-01.mp4,video_only,speech,neutral,normal,1,1,1,male,data\raw\ravdess\Actor_01\02-01-01-01-01-01-01.mp4,3058.2,neutral,train
02-01-01-01-01-02-01.mp4,video_only,speech,neutral,normal,1,2,1,male,data\raw\ravdess\Actor_01\02-01-01-01-01-02-01.mp4,3167.4,neutral,train
02-01-01-01-02-01-01.mp4,video_only,speech,neutral,normal,2,1,1,male,data\raw\ravdess\Actor_01\02-01-01-01-02-01-01.mp4,3925.6,neutral,train
02-01-01-01-02-02-01.mp4,video_only,speech,neutral,normal,2,2,1,male,data\raw\ravdess\Actor_01\02-01-01-01-02-02-01.mp4,3706.7,neutral,train
02-01-03-01-01-01-01.mp4,video_only,speech,happy,normal,1,1,1,male,data\raw\ravdess\Actor_01\02-01-03-01-01-01-01.mp4,4301.4,happy,train
02-01-03-01-01-02-01.mp4,video_only,speech,happy,normal,1,2,1,male,data\raw\ravdess\Actor_01\02-01-03-01-01-02-01.mp4,4207.5,happy,train
02-01-03-01-02-01-01.mp4,video_only,speech,happy,normal,2,1,1,male,data\raw\ravdess\Actor_01\02-01-03-01-02-01-01.mp4,4375.1,happy,train
02-01-03-01-02-02-01.mp4,video_only,speech,happy,normal,2,2,1,male,data\raw\ravdess\Actor_01\02-01-03-01-02-02-01.mp4,4511.1,happy,train
02-01-03-02-01-01-01.mp4,video_only,speech,happy,strong,1,1,1,male,data\raw\ravdess\Actor_01\02-01-03-02-01-01-01.mp4,4548.2,happy,train
02-01-03-02-01-02-01.mp4,video_only,speech,happy,strong,1,2,1,male,data\raw\ravdess\Actor_01\02-01-03-02-01-02-01.mp4,4497.1,happy,train
02-01-03-02-02-01-01.mp4,video_only,speech,happy,strong,2,1,1,male,data\raw\ravdess\Actor_01\02-01-03-02-02-01-01.mp4,4920.4,happy,train
02-01-03-02-02-02-01.mp4,video_only,speech,happy,strong,2,2,1,male,data\raw\ravdess\Actor_01\02-01-03-02-02-02-01.mp4,4929.1,happy,train
02-01-04-01-01-01-01.mp4,video_only,speech,sad,normal,1,1,1,male,data\raw\ravdess\Actor_01\02-01-04-01-01-01-01.mp4,4749.1,sad,train
02-01-04-01-01-02-01.mp4,video_only,speech,sad,normal,1,2,1,male,data\raw\ravdess\Actor_01\02-01-04-01-01-02-01.mp4,4188.2,sad,train
02-01-04-01-02-01-01.mp4,video_only,speech,sad,normal,2,1,1,male,data\raw\ravdess\Actor_01\02-01-04-01-02-01-01.mp4,3699.7,sad,train
02-01-04-01-02-02-01.mp4,video_only,speech,sad,normal,2,2,1,male,data\raw\ravdess\Actor_01\02-01-04-01-02-02-01.mp4,4143.3,sad,train
02-01-04-02-01-01-01.mp4,video_only,speech,sad,strong,1,1,1,male,data\raw\ravdess\Actor_01\02-01-04-02-01-01-01.mp4,4499.1,sad,train
02-01-04-02-01-02-01.mp4,video_only,speech,sad,strong,1,2,1,male,data\raw\ravdess\Actor_01\02-01-04-02-01-02-01.mp4,4535.5,sad,train
02-01-04-02-02-01-01.mp4,video_only,speech,sad,strong,2,1,1,male,data\raw\ravdess\Actor_01\02-01-04-02-02-01-01.mp4,4454.3,sad,train
02-01-04-02-02-02-01.mp4,video_only,speech,sad,strong,2,2,1,male,data\raw\ravdess\Actor_01\02-01-04-02-02-02-01.mp4,4526.0,sad,train
02-01-05-01-01-01-01.mp4,video_only,speech,angry,normal,1,1,1,male,data\raw\ravdess\Actor_01\02-01-05-01-01-01-01.mp4,4796.6,angry,train
02-01-05-01-01-02-01.mp4,video_only,speech,angry,normal,1,2,1,male,data\raw\ravdess\Actor_01\02-01-05-01-01-02-01.mp4,4932.5,angry,train
02-01-05-01-02-01-01.mp4,video_only,speech,angry,normal,2,1,1,male,data\raw\ravdess\Actor_01\02-01-05-01-02-01-01.mp4,4255.3,angry,train
02-01-05-01-02-02-01.mp4,video_only,speech,angry,normal,2,2,1,male,data\raw\ravdess\Actor_01\02-01-05-01-02-02-01.mp4,4626.3,angry,train
02-01-05-02-01-01-01.mp4,video_only,speech,angry,strong,1,1,1,male,data\raw\ravdess\Actor_01\02-01-05-02-01-01-01.mp4,5089.8,angry,train
02-01-05-02-01-02-01.mp4,video_only,speech,angry,strong,1,2,1,male,data\raw\ravdess\Actor_01\02-01-05-02-01-02-01.mp4,5419.7,angry,train
02-01-05-02-02-01-01.mp4,video_only,speech,angry,strong,2,1,1,male,data\raw\ravdess\Actor_01\02-01-05-02-02-01-01.mp4,5135.2,angry,train
02-01-05-02-02-02-01.mp4,video_only,speech,angry,strong,2,2,1,male,data\raw\ravdess\Actor_01\02-01-05-02-02-02-01.mp4,5495.8,angry,train
02-01-06-01-01-01-01.mp4,video_only,speech,fearful,normal,1,1,1,male,data\raw\ravdess\Actor_01\02-01-06-01-01-01-01.mp4,4555.1,fearful,train
02-01-06-01-01-02-01.mp4,video_only,speech,fearful,normal,1,2,1,male,data\raw\ravdess\Actor_01\02-01-06-01-01-02-01.mp4,4499.5,fearful,train
02-01-06-01-02-01-01.mp4,video_only,speech,fearful,normal,2,1,1,male,data\raw\ravdess\Actor_01\02-01-06-01-02-01-01.mp4,4256.0,fearful,train
02-01-06-01-02-02-01.mp4,video_only,speech,fearful,normal,2,2,1,male,data\raw\ravdess\Actor_01\02-01-06-01-02-02-01.mp4,4580.1,fearful,train
02-01-06-02-01-01-01.mp4,video_only,speech,fearful,strong,1,1,1,male,data\raw\ravdess\Actor_01\02-01-06-02-01-01-01.mp4,6217.5,fearful,train
02-01-06-02-01-02-01.mp4,video_only,speech,fearful,strong,1,2,1,male,data\raw\ravdess\Actor_01\02-01-06-02-01-02-01.mp4,5252.1,fearful,train
02-01-06-02-02-01-01.mp4,video_only,speech,fearful,strong,2,1,1,male,data\raw\ravdess\Actor_01\02-01-06-02-02-01-01.mp4,4936.9,fearful,train
02-01-06-02-02-02-01.mp4,video_only,speech,fearful,strong,2,2,1,male,data\raw\ravdess\Actor_01\02-01-06-02-02-02-01.mp4,4876.7,fearful,train
02-01-07-01-01-01-01.mp4,video_only,speech,disgust,normal,1,1,1,male,data\raw\ravdess\Actor_01\02-01-07-01-01-01-01.mp4,4799.6,disgust,train
02-01-07-01-01-02-01.mp4,video_only,speech,disgust,normal,1,2,1,male,data\raw\ravdess\Actor_01\02-01-07-01-01-02-01.mp4,4874.4,disgust,train
02-01-07-01-02-01-01.mp4,video_only,speech,disgust,normal,2,1,1,male,data\raw\ravdess\Actor_01\02-01-07-01-02-01-01.mp4,4877.0,disgust,train
02-01-07-01-02-02-01.mp4,video_only,speech,disgust,normal,2,2,1,male,data\raw\ravdess\Actor_01\02-01-07-01-02-02-01.mp4,4403.6,disgust,train
02-01-07-02-01-01-01.mp4,video_only,speech,disgust,strong,1,1,1,male,data\raw\ravdess\Actor_01\02-01-07-02-01-01-01.mp4,5329.7,disgust,train
02-01-07-02-01-02-01.mp4,video_only,speech,disgust,strong,1,2,1,male,data\raw\ravdess\Actor_01\02-01-07-02-01-02-01.mp4,5101.7,disgust,train
02-01-07-02-02-01-01.mp4,video_only,speech,disgust,strong,2,1,1,male,data\raw\ravdess\Actor_01\02-01-07-02-02-01-01.mp4,5027.2,disgust,train
02-01-07-02-02-02-01.mp4,video_only,speech,disgust,strong,2,2,1,male,data\raw\ravdess\Actor_01\02-01-07-02-02-02-01.mp4,5408.8,disgust,train
02-01-08-01-01-01-01.mp4,video_only,speech,surprised,normal,1,1,1,male,data\raw\ravdess\Actor_01\02-01-08-01-01-01-01.mp4,4065.9,surprised,train
02-01-08-01-01-02-01.mp4,video_only,speech,surprised,normal,1,2,1,male,data\raw\ravdess\Actor_01\02-01-08-01-01-02-01.mp4,3836.2,surprised,train
02-01-08-01-02-01-01.mp4,video_only,speech,surprised,normal,2,1,1,male,data\raw\ravdess\Actor_01\02-01-08-01-02-01-01.mp4,4351.9,surprised,train
02-01-08-01-02-02-01.mp4,video_only,speech,surprised,normal,2,2,1,male,data\raw\ravdess\Actor_01\02-01-08-01-02-02-01.mp4,3681.7,surprised,train
02-01-08-02-01-01-01.mp4,video_only,speech,surprised,strong,1,1,1,male,data\raw\ravdess\Actor_01\02-01-08-02-01-01-01.mp4,3845.7,surprised,train
02-01-08-02-01-02-01.mp4,video_only,speech,surprised,strong,1,2,1,male,data\raw\ravdess\Actor_01\02-01-08-02-01-02-01.mp4,4235.1,surprised,train
02-01-08-02-02-01-01.mp4,video_only,speech,surprised,strong,2,1,1,male,data\raw\ravdess\Actor_01\02-01-08-02-02-01-01.mp4,4199.2,surprised,train
02-01-08-02-02-02-01.mp4,video_only,speech,surprised,strong,2,2,1,male,data\raw\ravdess\Actor_01\02-01-08-02-02-02-01.mp4,3846.2,surprised,train
01-01-01-01-01-01-02.mp4,full_AV,speech,neutral,normal,1,1,2,female,data\raw\ravdess\Actor_02\01-01-01-01-01-01-02.mp4,4558.2,neutral,train
01-01-01-01-01-02-02.mp4,full_AV,speech,neutral,normal,1,2,2,female,data\raw\ravdess\Actor_02\01-01-01-01-01-02-02.mp4,4517.2,neutral,train
01-01-01-01-02-01-02.mp4,full_AV,speech,neutral,normal,2,1,2,female,data\raw\ravdess\Actor_02\01-01-01-01-02-01-02.mp4,4721.6,neutral,train
01-01-01-01-02-02-02.mp4,full_AV,speech,neutral,normal,2,2,2,female,data\raw\ravdess\Actor_02\01-01-01-01-02-02-02.mp4,4514.4,neutral,train
01-01-03-01-01-01-02.mp4,full_AV,speech,happy,normal,1,1,2,female,data\raw\ravdess\Actor_02\01-01-03-01-01-01-02.mp4,4512.9,happy,train
01-01-03-01-01-02-02.mp4,full_AV,speech,happy,normal,1,2,2,female,data\raw\ravdess\Actor_02\01-01-03-01-01-02-02.mp4,4636.7,happy,train
01-01-03-01-02-01-02.mp4,full_AV,speech,happy,normal,2,1,2,female,data\raw\ravdess\Actor_02\01-01-03-01-02-01-02.mp4,4719.1,happy,train
01-01-03-01-02-02-02.mp4,full_AV,speech,happy,normal,2,2,2,female,data\raw\ravdess\Actor_02\01-01-03-01-02-02-02.mp4,4677.6,happy,train
01-01-03-02-01-01-02.mp4,full_AV,speech,happy,strong,1,1,2,female,data\raw\ravdess\Actor_02\01-01-03-02-01-01-02.mp4,4639.3,happy,train
01-01-03-02-01-02-02.mp4,full_AV,speech,happy,strong,1,2,2,female,data\raw\ravdess\Actor_02\01-01-03-02-01-02-02.mp4,4598.8,happy,train
01-01-03-02-02-01-02.mp4,full_AV,speech,happy,strong,2,1,2,female,data\raw\ravdess\Actor_02\01-01-03-02-02-01-02.mp4,4638.3,happy,train
01-01-03-02-02-02-02.mp4,full_AV,speech,happy,strong,2,2,2,female,data\raw\ravdess\Actor_02\01-01-03-02-02-02-02.mp4,4846.1,happy,train
01-01-04-01-01-01-02.mp4,full_AV,speech,sad,normal,1,1,2,female,data\raw\ravdess\Actor_02\01-01-04-01-01-01-02.mp4,4803.5,sad,train
01-01-04-01-01-02-02.mp4,full_AV,speech,sad,normal,1,2,2,female,data\raw\ravdess\Actor_02\01-01-04-01-01-02-02.mp4,4719.7,sad,train
01-01-04-01-02-01-02.mp4,full_AV,speech,sad,normal,2,1,2,female,data\raw\ravdess\Actor_02\01-01-04-01-02-01-02.mp4,4678.8,sad,train
01-01-04-01-02-02-02.mp4,full_AV,speech,sad,normal,2,2,2,female,data\raw\ravdess\Actor_02\01-01-04-01-02-02-02.mp4,4718.6,sad,train
01-01-04-02-01-01-02.mp4,full_AV,speech,sad,strong,1,1,2,female,data\raw\ravdess\Actor_02\01-01-04-02-01-01-02.mp4,4679.7,sad,train
01-01-04-02-01-02-02.mp4,full_AV,speech,sad,strong,1,2,2,female,data\raw\ravdess\Actor_02\01-01-04-02-01-02-02.mp4,4722.9,sad,train
01-01-04-02-02-01-02.mp4,full_AV,speech,sad,strong,2,1,2,female,data\raw\ravdess\Actor_02\01-01-04-02-02-01-02.mp4,4640.8,sad,train
01-01-04-02-02-02-02.mp4,full_AV,speech,sad,strong,2,2,2,female,data\raw\ravdess\Actor_02\01-01-04-02-02-02-02.mp4,4598.5,sad,train
01-01-05-01-01-01-02.mp4,full_AV,speech,angry,normal,1,1,2,female,data\raw\ravdess\Actor_02\01-01-05-01-01-01-02.mp4,4595.3,angry,train
01-01-05-01-01-02-02.mp4,full_AV,speech,angry,normal,1,2,2,female,data\raw\ravdess\Actor_02\01-01-05-01-01-02-02.mp4,4598.8,angry,train
01-01-05-01-02-01-02.mp4,full_AV,speech,angry,normal,2,1,2,female,data\raw\ravdess\Actor_02\01-01-05-01-02-01-02.mp4,4720.9,angry,train
01-01-05-01-02-02-02.mp4,full_AV,speech,angry,normal,2,2,2,female,data\raw\ravdess\Actor_02\01-01-05-01-02-02-02.mp4,4765.2,angry,train
01-01-05-02-01-01-02.mp4,full_AV,speech,angry,strong,1,1,2,female,data\raw\ravdess\Actor_02\01-01-05-02-01-01-02.mp4,4905.5,angry,train
01-01-05-02-01-02-02.mp4,full_AV,speech,angry,strong,1,2,2,female,data\raw\ravdess\Actor_02\01-01-05-02-01-02-02.mp4,5015.4,angry,train
01-01-05-02-02-01-02.mp4,full_AV,speech,angry,strong,2,1,2,female,data\raw\ravdess\Actor_02\01-01-05-02-02-01-02.mp4,4949.9,angry,train
01-01-05-02-02-02-02.mp4,full_AV,speech,angry,strong,2,2,2,female,data\raw\ravdess\Actor_02\01-01-05-02-02-02-02.mp4,5016.5,angry,train
01-01-06-01-01-01-02.mp4,full_AV,speech,fearful,normal,1,1,2,female,data\raw\ravdess\Actor_02\01-01-06-01-01-01-02.mp4,4554.8,fearful,train
01-01-06-01-01-02-02.mp4,full_AV,speech,fearful,normal,1,2,2,female,data\raw\ravdess\Actor_02\01-01-06-01-01-02-02.mp4,4677.5,fearful,train
01-01-06-01-02-01-02.mp4,full_AV,speech,fearful,normal,2,1,2,female,data\raw\ravdess\Actor_02\01-01-06-01-02-01-02.mp4,4595.9,fearful,train
01-01-06-01-02-02-02.mp4,full_AV,speech,fearful,normal,2,2,2,female,data\raw\ravdess\Actor_02\01-01-06-01-02-02-02.mp4,4679.1,fearful,train
01-01-06-02-01-01-02.mp4,full_AV,speech,fearful,strong,1,1,2,female,data\raw\ravdess\Actor_02\01-01-06-02-01-01-02.mp4,4762.5,fearful,train
01-01-06-02-01-02-02.mp4,full_AV,speech,fearful,strong,1,2,2,female,data\raw\ravdess\Actor_02\01-01-06-02-01-02-02.mp4,4553.0,fearful,train
01-01-06-02-02-01-02.mp4,full_AV,speech,fearful,strong,2,1,2,female,data\raw\ravdess\Actor_02\01-01-06-02-02-01-02.mp4,4513.2,fearful,train
01-01-06-02-02-02-02.mp4,full_AV,speech,fearful,strong,2,2,2,female,data\raw\ravdess\Actor_02\01-01-06-02-02-02-02.mp4,4514.1,fearful,train
01-01-07-01-01-01-02.mp4,full_AV,speech,disgust,normal,1,1,2,female,data\raw\ravdess\Actor_02\01-01-07-01-01-01-02.mp4,4599.2,disgust,train
01-01-07-01-01-02-02.mp4,full_AV,speech,disgust,normal,1,2,2,female,data\raw\ravdess\Actor_02\01-01-07-01-01-02-02.mp4,4556.8,disgust,train
01-01-07-01-02-01-02.mp4,full_AV,speech,disgust,normal,2,1,2,female,data\raw\ravdess\Actor_02\01-01-07-01-02-01-02.mp4,4842.9,disgust,train
01-01-07-01-02-02-02.mp4,full_AV,speech,disgust,normal,2,2,2,female,data\raw\ravdess\Actor_02\01-01-07-01-02-02-02.mp4,4807.0,disgust,train
01-01-07-02-01-01-02.mp4,full_AV,speech,disgust,strong,1,1,2,female,data\raw\ravdess\Actor_02\01-01-07-02-01-01-02.mp4,5177.5,disgust,train
01-01-07-02-01-02-02.mp4,full_AV,speech,disgust,strong,1,2,2,female,data\raw\ravdess\Actor_02\01-01-07-02-01-02-02.mp4,5179.7,disgust,train
01-01-07-02-02-01-02.mp4,full_AV,speech,disgust,strong,2,1,2,female,data\raw\ravdess\Actor_02\01-01-07-02-02-01-02.mp4,5017.7,disgust,train
01-01-07-02-02-02-02.mp4,full_AV,speech,disgust,strong,2,2,2,female,data\raw\ravdess\Actor_02\01-01-07-02-02-02-02.mp4,5057.7,disgust,train
01-01-08-01-01-01-02.mp4,full_AV,speech,surprised,normal,1,1,2,female,data\raw\ravdess\Actor_02\01-01-08-01-01-01-02.mp4,4428.3,surprised,train
01-01-08-01-01-02-02.mp4,full_AV,speech,surprised,normal,1,2,2,female,data\raw\ravdess\Actor_02\01-01-08-01-01-02-02.mp4,4433.4,surprised,train
01-01-08-01-02-01-02.mp4,full_AV,speech,surprised,normal,2,1,2,female,data\raw\ravdess\Actor_02\01-01-08-01-02-01-02.mp4,4511.7,surprised,train
01-01-08-01-02-02-02.mp4,full_AV,speech,surprised,normal,2,2,2,female,data\raw\ravdess\Actor_02\01-01-08-01-02-02-02.mp4,4429.5,surprised,train
01-01-08-02-01-01-02.mp4,full_AV,speech,surprised,strong,1,1,2,female,data\raw\ravdess\Actor_02\01-01-08-02-01-01-02.mp4,4679.2,surprised,train
01-01-08-02-01-02-02.mp4,full_AV,speech,surprised,strong,1,2,2,female,data\raw\ravdess\Actor_02\01-01-08-02-01-02-02.mp4,4721.6,surprised,train
01-01-08-02-02-01-02.mp4,full_AV,speech,surprised,strong,2,1,2,female,data\raw\ravdess\Actor_02\01-01-08-02-02-01-02.mp4,4683.0,surprised,train
01-01-08-02-02-02-02.mp4,full_AV,speech,surprised,strong,2,2,2,female,data\raw\ravdess\Actor_02\01-01-08-02-02-02-02.mp4,4764.7,surprised,train
02-01-01-01-01-01-02.mp4,video_only,speech,neutral,normal,1,1,2,female,data\raw\ravdess\Actor_02\02-01-01-01-01-01-02.mp4,4527.2,neutral,train
02-01-01-01-01-02-02.mp4,video_only,speech,neutral,normal,1,2,2,female,data\raw\ravdess\Actor_02\02-01-01-01-01-02-02.mp4,4487.1,neutral,train
02-01-01-01-02-01-02.mp4,video_only,speech,neutral,normal,2,1,2,female,data\raw\ravdess\Actor_02\02-01-01-01-02-01-02.mp4,4695.1,neutral,train
02-01-01-01-02-02-02.mp4,video_only,speech,neutral,normal,2,2,2,female,data\raw\ravdess\Actor_02\02-01-01-01-02-02-02.mp4,4486.1,neutral,train
02-01-03-01-01-01-02.mp4,video_only,speech,happy,normal,1,1,2,female,data\raw\ravdess\Actor_02\02-01-03-01-01-01-02.mp4,4489.0,happy,train
02-01-03-01-01-02-02.mp4,video_only,speech,happy,normal,1,2,2,female,data\raw\ravdess\Actor_02\02-01-03-01-01-02-02.mp4,4612.8,happy,train
02-01-03-01-02-01-02.mp4,video_only,speech,happy,normal,2,1,2,female,data\raw\ravdess\Actor_02\02-01-03-01-02-01-02.mp4,4692.0,happy,train
02-01-03-01-02-02-02.mp4,video_only,speech,happy,normal,2,2,2,female,data\raw\ravdess\Actor_02\02-01-03-01-02-02-02.mp4,4649.9,happy,train
