filename,actor_id,canonical_label,mfcc_00,mfcc_01,mfcc_02,mfcc_03,mfcc_04,mfcc_05,mfcc_06,mfcc_07,mfcc_08,mfcc_09,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,split
01-01-04-02-01-01-01.mp4,1,sad,-666.7259,58.268982,4.979166,13.0140915,10.624388,-4.08415,0.290753,-8.339213,-9.159995,-1.8744128,-2.4521754,-2.7531555,0.14026466,16.138802,9.133725,4.8767347,3.4927235,3.8424325,3.1280787,1.6958284,1.8282824,2.4265242,1.7272141,1.5713296,1.8084959,1.6062217,7.2362995,5.2384877,2.9619617,1.7432171,1.7572187,1.9142734,0.87525344,0.9826317,1.4388199,1.0965608,0.84494805,1.0597483,1.0502808,train
01-01-04-02-01-02-01.mp4,1,sad,-625.14514,47.55113,-1.857729,7.771702,6.099928,-5.7008085,-6.940984,-8.421232,-14.098852,-5.25775,-1.4338955,-7.603183,1.1648798,13.847599,8.685927,4.499252,3.0134654,3.8242702,3.1014621,2.0108697,2.1951747,2.3701649,1.2205132,1.8756187,1.9595313,1.9003959,6.405407,4.939429,2.6314237,1.7346873,1.7931445,1.7994124,0.9116242,1.1119268,1.3257831,0.71628743,1.000177,1.2190602,1.0038211,train
01-01-04-02-02-01-01.mp4,1,sad,-616.3905,50.34011,-2.0182066,10.112341,6.9537363,-5.169868,-4.8460913,-10.5170765,-17.20496,-5.5919843,-1.5793593,-7.69759,1.2186023,15.139825,10.672447,4.5046577,2.7057161,3.5412893,3.752423,1.6898854,2.641253,3.3635044,1.6392546,1.4838864,1.5059847,2.0448716,7.124424,5.471176,2.5237355,1.6883845,1.7702714,1.7736951,1.0928032,1.6185821,1.6242279,0.8878277,0.80914646,1.0396186,0.9667781,train
01-01-04-02-02-02-01.mp4,1,sad,-602.3356,46.71698,-0.85471827,9.908614,5.072566,-5.3388605,-5.2586536,-10.2173,-14.915296,-4.6489563,-0.75709987,-6.5894966,1.0309418,15.354398,10.187758,4.12576,3.4777663,3.1770525,3.7465425,1.788803,2.6660316,3.5310514,1.8320037,1.8058765,1.4676788,2.0286527,6.7387185,5.2960835,2.6075606,1.827036,1.8139321,1.7497902,1.0471308,1.710864,1.8366257,0.97848904,0.9709731,0.96989197,1.2820013,train
01-01-05-01-01-01-01.mp4,1,angry,-539.98444,38.576065,-2.3834069,9.412424,1.096161,-5.0288153,-2.6489446,-2.8421047,-11.239175,-5.661579,-0.17603162,-5.3698173,-0.09610762,17.030817,9.265389,3.9813058,4.530862,4.4386992,3.6973195,3.1016133,2.3151042,2.1104908,2.1370707,2.2584682,1.7869562,1.408833,9.825469,4.643638,2.4172704,2.1706622,2.2123854,1.906581,1.6497079,1.2541195,1.2680565,0.9966422,1.222222,1.2154973,0.8650331,train
01-01-05-01-01-02-01.mp4,1,angry,-524.6026,36.428818,-2.0609283,5.287388,-0.48924077,-5.963189,-5.313937,-10.035725,-11.810218,-7.6182,-3.3774917,-7.6299467,-2.5200932,18.524223,7.9131584,5.1886234,4.4538655,5.1023636,3.3091226,3.3549337,2.2531595,1.7520975,2.124034,1.6512395,1.7221584,1.5265833,10.364559,4.2408886,2.862081,2.2090902,2.6062207,1.8928438,1.8796688,1.3677167,1.0744752,0.9553413,0.9109835,1.2093949,0.98396224,train
01-01-05-01-02-01-01.mp4,1,angry,-572.3101,41.467743,2.166137,8.019879,2.8448381,-4.4586473,-3.1576624,-8.141901,-12.047998,-4.929354,-2.7854311,-5.014716,-0.29359156,16.309193,10.849992,4.613464,4.4276905,3.5884998,4.1181865,2.3573644,2.1702178,2.9923215,1.5127934,1.9841214,1.7137625,1.3165692,8.048691,5.908711,2.953165,2.6154168,1.834097,1.9417933,1.4929864,1.3326957,1.8147607,0.78148234,1.0601109,1.0900236,0.908149,train
01-01-05-01-02-02-01.mp4,1,angry,-528.6042,40.440945,0.11750379,5.50354,2.8375707,-5.8001876,-2.6481938,-8.112827,-13.571011,-5.831054,-1.846469,-6.5019803,1.009292,17.5931,11.291947,4.527391,4.1802216,3.9437246,4.1285563,2.5586004,2.3838325,3.1464403,1.6538363,2.3280182,1.7532917,1.6864879,8.475198,5.2650127,2.8985922,2.5858488,1.9335798,1.9333013,1.40098,1.5850095,1.6821921,1.1003877,1.1885322,1.162543,1.1022778,train
01-01-05-02-01-01-01.mp4,1,angry,-347.12796,25.655323,-16.038456,-2.8520427,-8.240818,-6.87202,-10.6463785,-15.409075,-11.9801655,-9.71093,-4.1471562,-6.3219237,-5.719248,19.513395,6.279915,5.11382,3.114901,5.533319,3.1286116,2.9056933,2.7019703,1.9547383,1.5836558,1.8655397,1.8245136,1.532177,9.539208,4.090691,2.9914465,1.8910648,2.421774,1.5802253,1.378126,1.4044583,1.2736386,0.9047895,0.93409014,1.0823053,1.014588,train
01-01-05-02-01-02-01.mp4,1,angry,-366.97388,17.502289,-14.335847,-1.0699011,-6.4824095,-8.662912,-9.747834,-10.458827,-14.932625,-10.828734,-3.146284,-9.857209,-3.584902,15.189603,6.038519,5.077212,3.1307554,5.340817,3.7895424,3.2532372,2.32901,1.9306036,2.0722919,2.1776056,1.8257664,1.4428602,8.632906,4.307725,3.0325923,1.7448705,2.2288735,1.8663183,1.5610002,1.39152,1.3044307,1.0342227,0.99032915,1.1443391,0.9760367,train
01-01-05-02-02-01-01.mp4,1,angry,-398.9849,25.89115,-11.831495,1.1870822,-3.3682249,-7.0590515,-9.014691,-11.6521635,-14.568477,-8.413533,-2.408515,-10.176878,-1.872176,17.591974,9.825165,4.4662533,3.8343167,4.6538987,4.501063,2.758959,2.8166282,2.5679357,1.8343253,1.8943535,1.3980675,1.366833,8.683521,4.8280315,2.6451046,1.9308436,2.1936083,2.074326,1.3583069,1.5917372,1.3420018,1.045604,1.0364604,0.8964571,0.94591266,train
01-01-05-02-02-02-01.mp4,1,angry,-298.3128,18.11479,-15.902444,-7.0061874,-7.3927283,-9.496657,-14.097156,-13.286743,-13.927318,-10.565177,-1.1494656,-9.277826,-4.777786,16.899982,5.6427126,4.9014697,3.2218647,4.8371816,3.1305761,3.0384269,2.4441574,1.7728885,1.547435,2.175077,1.5031039,1.4763983,7.4946594,3.494202,2.858585,1.7152691,2.1949322,1.3245316,1.7838918,1.4900335,1.3554716,1.0854025,1.1385016,1.1089803,0.8601248,train
01-01-06-01-01-01-01.mp4,1,fearful,-591.3827,53.605713,5.982004,10.787562,11.343015,-4.9204335,-2.3898988,-9.8897915,-11.277814,-2.2955785,-1.6485354,-0.21121043,4.240953,14.26348,7.4874377,4.1845694,3.0974755,4.0782986,2.7177024,2.2136414,2.387881,2.7612252,1.7161963,2.414334,1.891256,1.9142572,5.3866606,4.357707,2.7153084,1.7826269,1.9542803,1.8020349,1.1927004,1.2662861,1.6589414,0.91136515,1.2432921,1.0766262,1.0796789,train
01-01-06-01-01-02-01.mp4,1,fearful,-600.96027,51.232483,-2.4399207,5.726267,7.3237476,-6.5060887,-6.124082,-13.360438,-15.391351,-4.7956276,-2.878349,-6.654394,0.34437415,14.283842,7.8381677,3.81386,3.0188115,3.8832402,3.3820832,2.1526637,2.2519684,2.531218,1.6499114,2.2033591,1.7369418,1.880429,5.823823,4.1789002,2.3434687,1.6926838,1.8541418,1.7728208,1.138039,1.3363554,1.4583471,0.9275067,1.1664134,1.0239621,1.0673816,train
01-01-06-01-02-01-01.mp4,1,fearful,-615.8229,56.418087,10.543028,15.06391,12.31216,1.3454983,0.43643793,-7.01355,-7.513559,-0.7620085,0.4914272,-0.51067877,3.4619563,15.409521,9.073282,4.2343125,3.6950533,3.4246545,2.67462,2.108001,3.0653763,2.8970242,1.9445555,2.072311,1.6148622,1.6459938,6.0116806,5.4561486,2.5192888,1.6572157,1.8244319,1.3099267,1.2670652,1.7254084,1.589832,1.0183314,1.0476673,0.86032116,0.8513363,train
01-01-06-01-02-02-01.mp4,1,fearful,-617.3766,55.989075,-0.10897522,11.976927,9.400238,-2.3379626,-2.1948113,-11.587637,-9.679585,-1.45315,-0.70254415,-1.6666262,0.5596777,14.547357,10.672985,4.701348,3.1677334,3.4116397,2.4798582,1.920194,2.3057566,2.8372908,1.6832945,1.9931797,1.3761488,1.3860947,6.278602,5.6259284,2.5482917,1.7201033,1.9671167,1.3760514,1.0629433,1.2996703,1.4636126,0.9128009,1.0837274,0.7749504,0.7711602,train
01-01-06-02-01-01-01.mp4,1,fearful,-436.91125,48.434906,-9.004337,1.7433838,4.7855067,3.3438628,-3.2784564,-13.979017,-12.932593,-3.359705,3.5913324,-4.878995,0.5998969,19.056652,5.93961,3.192127,3.0077832,4.0212655,2.3461397,2.3594298,2.2565463,1.9150485,1.5432432,1.658928,2.126513,1.4057101,9.631405,3.5969596,2.1772664,1.707664,2.0986023,1.3912803,1.2969552,1.4512963,0.9680143,0.86108035,0.9592349,1.2191799,0.90770406,train
01-01-06-02-01-02-01.mp4,1,fearful,-401.2916,38.328655,-13.533718,-6.4993114,4.8484354,-2.71979,-9.001338,-16.809336,-15.5240755,-8.700561,-3.2661018,-10.267637,-5.1408234,13.482784,4.8669877,4.5685606,3.3266294,4.050099,2.954566,2.5889938,2.5511098,2.316626,1.58843,1.4954618,2.2042687,1.8264158,7.4809117,3.4966917,3.127948,1.9151723,1.9326928,1.7469528,1.2610967,1.6110688,1.4580811,0.9161945,0.73287,1.0573041,1.1102334,train
01-01-06-02-02-01-01.mp4,1,fearful,-364.43988,35.993843,-11.399429,-4.4398355,-2.5458994,-3.7241864,-7.6840644,-20.323736,-15.925025,-11.047889,-2.0540884,-9.371171,-6.1347294,13.152199,7.5642405,4.823407,3.5331228,4.874638,3.4485993,2.0665016,2.5747242,2.5115774,1.7891463,1.4138976,1.5365872,1.5249147,6.430609,4.778675,2.9560714,1.833013,2.1779597,1.6335772,1.3688675,1.4252119,1.4899315,1.0478001,1.0026058,0.97116023,0.8185255,train
01-01-06-02-02-02-01.mp4,1,fearful,-424.11346,41.250725,-11.694521,-4.4421277,2.0031593,-0.6475002,-11.489598,-16.774845,-15.789815,-10.516024,2.962743,-8.060905,-6.340396,13.616705,8.7257805,4.869561,3.7594824,4.5125837,2.9290879,2.2598646,2.7911465,2.9754808,1.5629194,1.6297365,1.6816763,1.4972316,7.299417,5.0261097,2.9490464,1.7931532,2.0021589,1.4565425,1.4128368,1.540451,1.6360877,0.86476254,0.98765504,1.0641913,0.7279138,train
01-01-07-01-01-01-01.mp4,1,disgust,-643.3472,57.648006,2.8535478,5.5060954,8.358732,-3.1683629,-4.525699,-9.374252,-12.513207,-5.286279,-0.18034469,-7.609268,-1.48234,16.068626,9.065022,5.5692587,4.5110717,3.7907267,3.3509424,2.9607825,2.1704795,1.7473625,1.9228451,1.945769,1.8506672,2.176701,8.636639,4.803122,2.960285,2.341414,1.7403605,1.7602749,1.4813901,1.2683873,1.317248,1.1658092,1.0464842,1.0123825,1.2690073,train
01-01-07-01-01-02-01.mp4,1,disgust,-621.3375,46.47582,6.2640963,-0.44593993,7.374753,-3.2681553,-7.7586036,-7.809895,-13.020583,-5.138612,-0.76509774,-6.401873,-3.3339357,16.843468,8.413189,5.0889363,4.181228,3.335792,3.3497007,2.711916,2.4652293,1.8532346,1.9023104,1.8195662,1.5707428,1.2972673,9.00604,4.468716,2.4457643,2.1800184,1.6484116,1.7834992,1.4341981,1.4459151,1.0915902,0.9433054,0.94322324,0.8590009,1.0142742,train
01-01-07-01-02-01-01.mp4,1,disgust,-659.87866,64.15675,6.7921824,7.8098016,5.448524,0.5437126,-3.5812814,-12.693013,-8.880735,-1.6342367,-3.3354492,-2.402916,-1.533886,21.019642,10.662771,4.1714864,3.870231,2.769117,3.7801042,1.9828603,2.8562918,2.2668958,1.6088414,2.3234653,1.3714757,1.3252094,8.765894,5.256266,2.3447,1.6784282,1.2874914,1.8352845,0.99676013,1.6777729,1.3381329,0.8936894,0.9449182,0.8985923,0.68523264,train
01-01-07-01-02-02-01.mp4,1,disgust,-661.4292,47.748272,4.024312,4.6705003,3.5605175,0.34942067,-4.0485463,-10.533972,-7.9877524,-0.8614173,-1.2309436,-2.9664094,-1.4642494,16.461052,10.138992,4.458474,3.4468598,2.862223,3.4178567,1.7821604,2.419029,2.260828,1.647113,2.0409636,1.1914332,1.318841,7.5860686,5.347209,2.3720877,1.3690537,1.1883763,1.6551147,1.0697304,1.5158207,1.3655701,0.95671374,0.84894365,0.7149879,0.9326609,train
01-01-07-02-01-01-01.mp4,1,disgust,-484.51843,38.667896,-2.9197621,-8.686518,-7.3030624,-3.474917,-10.3268,-18.15513,-13.035735,-7.842575,-2.6291356,-5.355125,-5.8550935,18.631157,9.288041,4.2831807,4.991366,3.5300975,3.0031683,3.110049,2.682915,1.7189468,1.8985132,2.183183,1.6933148,2.0330796,9.149782,4.6400633,2.43988,2.2993643,1.7761192,1.3504899,1.6128145,1.2378498,0.92955154,1.0084717,1.035533,1.0004977,1.1714876,train
01-01-07-02-01-02-01.mp4,1,disgust,-485.99982,30.148455,-4.3162093,-2.0839007,-5.28652,-9.054168,-16.124031,-17.46884,-8.260451,-6.7671795,-3.5947094,-6.660589,-6.093551,14.790015,8.764562,4.787536,3.3113008,3.9709516,3.3666136,2.231895,2.1649919,1.6245595,2.1415906,2.1307006,1.2583292,1.7174166,7.803261,4.7641287,2.7982566,1.4310452,1.7907562,1.7686092,0.99432814,1.1183313,0.96721184,1.053906,1.0529801,0.75653905,1.0105656,train
01-01-07-02-02-01-01.mp4,1,disgust,-517.0125,39.630135,12.049636,-4.1533966,-5.3512487,-1.3536097,-10.13351,-16.217007,-4.6980653,-9.493522,-7.9979396,-3.791017,-7.2660565,17.63064,9.2727585,4.0941586,4.1708965,4.0207734,3.41414,2.3417764,2.901616,1.8251408,1.854739,2.1398103,1.5909126,1.7666444,8.835724,5.80121,2.4158816,1.7282455,1.37046,1.6207445,1.2895819,1.7550058,1.2021911,0.94596446,1.0457633,0.99699754,1.0530932,train
01-01-07-02-02-02-01.mp4,1,disgust,-494.4823,36.94791,2.5285754,-3.1763844,-1.6706895,-3.785547,-11.863064,-16.128061,-7.892467,-5.964291,-6.1476126,-6.2394547,-6.6865067,15.829177,8.807468,5.2197943,3.665414,3.0506003,3.4697344,2.3963387,2.7662396,2.097969,2.0650501,1.6809471,1.3197588,1.6848203,7.468554,4.2103453,3.0530584,1.7566044,1.3262306,1.6113203,1.1579547,1.5534809,1.127688,0.88349813,0.9135558,0.8543832,0.962407,train
01-01-08-01-01-01-01.mp4,1,surprised,-656.2354,49.606586,2.8194923,5.295081,7.0657916,-4.7369018,-4.2701564,-7.752988,-8.729817,-6.5756497,0.33826765,-5.627467,-0.3623893,15.926304,7.0326247,4.006799,4.12891,4.0874934,2.7966547,2.2563202,1.7190608,1.5868187,1.9319445,1.9229615,1.7927815,1.7110555,8.004093,4.214597,3.0527155,1.9188403,1.8150667,1.7403742,1.3778131,0.7794084,1.1778507,1.1856301,0.94325465,1.1609261,1.0051314,train
01-01-08-01-01-02-01.mp4,1,surprised,-680.512,49.40265,-0.5020224,7.5197926,8.987906,-4.104513,-4.8806887,-7.172644,-9.074159,-2.2301257,-0.73280495,-6.221193,-0.17018387,16.243828,7.0057106,3.9939091,3.5290322,3.86514,2.4525917,2.3298523,1.8061062,1.389438,1.3926812,1.5034581,1.5296711,1.6101784,7.160655,4.753711,2.8547714,1.6999707,2.0657818,1.5505887,1.267694,0.9799605,0.9616938,0.9801734,0.83978826,0.92093825,0.8789427,train
01-01-08-01-02-01-01.mp4,1,surprised,-662.09265,52.1656,3.8198206,8.947823,6.4572477,-3.8056529,-2.158302,-8.809319,-10.331297,-3.2612498,-0.5060228,-4.1899133,-1.6680284,16.906244,9.345129,4.0832157,3.5806825,3.552691,3.3335803,2.004647,2.4276438,2.1543355,1.6276575,1.6620064,1.5052077,1.2404015,6.6713576,5.3215203,2.4046714,1.6968967,1.7299954,1.7314515,1.0208383,1.4888597,1.5548499,1.0357412,0.88794166,0.8029334,0.79545164,train
01-01-08-01-02-02-01.mp4,1,surprised,-663.6372,45.505947,1.5774353,5.1365848,1.870701,-5.626174,-3.2269695,-7.693865,-9.072614,-5.677853,-0.8025245,-6.7659316,-0.51739645,18.392511,8.894277,4.2913766,3.6553516,3.5315545,3.6506562,1.6537609,1.9424883,1.5651143,2.0374296,1.9866871,1.1749054,1.5634902,8.164029,3.8235962,2.705508,1.6085778,1.7196847,1.7510438,0.94467896,1.0790473,1.2527808,1.1638186,1.1277596,0.80459017,0.83893186,train
01-01-08-02-01-01-01.mp4,1,surprised,-602.1669,47.56059,-1.7862238,5.4951487,6.78475,-4.992047,-5.995641,-7.848229,-9.722787,-5.684479,1.3535162,-8.555462,0.9235221,16.949839,5.5356674,3.9096582,4.0420814,4.2743807,3.0509295,2.2299654,2.0512505,1.9481447,2.1192503,1.958147,2.0659683,1.44409,7.721723,3.5344179,3.09246,1.9536788,1.9884124,1.8304434,1.2895123,1.0265696,1.3944181,0.9328377,1.1470886,1.2778928,0.9751006,train
01-01-08-02-01-02-01.mp4,1,surprised,-550.9976,38.291523,-1.8336726,4.5115633,2.451441,-5.016562,-5.307871,-8.477044,-10.795353,-7.1330757,-0.63463,-7.405575,-1.1744809,16.355385,5.5016785,3.9698954,3.5329933,4.4164224,2.97098,2.163816,2.224894,1.767572,1.89757,1.3828235,2.26454,1.4949083,6.9687357,4.213878,2.9096682,1.9294198,2.0908482,1.8873981,1.0823901,1.096669,1.154407,1.2008152,0.8964106,1.5853492,1.0154926,train
01-01-08-02-02-01-01.mp4,1,surprised,-591.88904,42.003876,-1.497517,5.2521954,2.8135567,-5.8802686,-5.288909,-10.581706,-13.698617,-3.2836387,-1.9797125,-6.361176,-0.25421923,16.517477,9.230987,4.326183,3.7174199,3.6361194,3.8863742,2.1338105,2.4464507,2.4102702,1.1438367,1.8686833,1.9083275,1.6257263,6.9503417,5.90684,2.5883987,2.137635,2.0004714,2.1273153,1.0201865,1.4836917,1.583952,0.85655797,1.1080328,1.0335493,0.8988794,train
01-01-08-02-02-02-01.mp4,1,surprised,-572.4269,43.68871,-2.4446323,3.3322606,1.8151685,-2.9526975,-6.7664876,-11.364551,-10.043935,-6.330612,-0.48612586,-6.527923,-0.9909853,17.305399,7.2522497,3.8417175,4.2282386,4.3994613,2.8171065,1.823852,1.5864377,1.824929,1.7776065,1.4004415,1.5927788,1.2904568,6.9276586,3.1653104,2.6848297,1.824486,2.132836,1.4178061,0.8984914,0.91656613,1.1554433,0.9048464,0.6821118,1.0759705,0.7098075,train
