filename,modality,channel,emotion,intensity,statement,repetition,actor_id,gender,filepath,file_size_kb
01-01-03-02-01-01-01.mp4,full_AV,speech,happy,strong,01,01,1,male,data\raw\ravdess\Actor_01\01-01-03-02-01-01-01.mp4,4555.7
01-01-03-02-01-02-01.mp4,full_AV,speech,happy,strong,01,02,1,male,data\raw\ravdess\Actor_01\01-01-03-02-01-02-01.mp4,4504.0
01-01-03-02-02-01-01.mp4,full_AV,speech,happy,strong,02,01,1,male,data\raw\ravdess\Actor_01\01-01-03-02-02-01-01.mp4,4921.6
01-01-03-02-02-02-01.mp4,full_AV,speech,happy,strong,02,02,1,male,data\raw\ravdess\Actor_01\01-01-03-02-02-02-01.mp4,4916.5
01-01-04-01-01-01-01.mp4,full_AV,speech,sad,normal,01,01,1,male,data\raw\ravdess\Actor_01\01-01-04-01-01-01-01.mp4,4747.7
01-01-04-01-01-02-01.mp4,full_AV,speech,sad,normal,01,02,1,male,data\raw\ravdess\Actor_01\01-01-04-01-01-02-01.mp4,4436.1
01-01-04-01-02-01-01.mp4,full_AV,speech,sad,normal,02,01,1,male,data\raw\ravdess\Actor_01\01-01-04-01-02-01-01.mp4,4231.7
01-01-04-01-02-02-01.mp4,full_AV,speech,sad,normal,02,02,1,male,data\raw\ravdess\Actor_01\01-01-04-01-02-02-01.mp4,4189.4
01-01-04-02-01-01-01.mp4,full_AV,speech,sad,strong,01,01,1,male,data\raw\ravdess\Actor_01\01-01-04-02-01-01-01.mp4,4713.0
01-01-04-02-01-02-01.mp4,full_AV,speech,sad,strong,01,02,1,male,data\raw\ravdess\Actor_01\01-01-04-02-01-02-01.mp4,4596.4
01-01-04-02-02-01-01.mp4,full_AV,speech,sad,strong,02,01,1,male,data\raw\ravdess\Actor_01\01-01-04-02-02-01-01.mp4,4632.9
01-01-04-02-02-02-01.mp4,full_AV,speech,sad,strong,02,02,1,male,data\raw\ravdess\Actor_01\01-01-04-02-02-02-01.mp4,4625.9
01-01-05-01-01-01-01.mp4,full_AV,speech,angry,normal,01,01,1,male,data\raw\ravdess\Actor_01\01-01-05-01-01-01-01.mp4,4797.8
01-01-05-01-01-02-01.mp4,full_AV,speech,angry,normal,01,02,1,male,data\raw\ravdess\Actor_01\01-01-05-01-01-02-01.mp4,4915.0
01-01-05-01-02-01-01.mp4,full_AV,speech,angry,normal,02,01,1,male,data\raw\ravdess\Actor_01\01-01-05-01-02-01-01.mp4,4345.8
01-01-05-01-02-02-01.mp4,full_AV,speech,angry,normal,02,02,1,male,data\raw\ravdess\Actor_01\01-01-05-01-02-02-01.mp4,4628.5
01-01-05-02-01-01-01.mp4,full_AV,speech,angry,strong,01,01,1,male,data\raw\ravdess\Actor_01\01-01-05-02-01-01-01.mp4,5104.9
01-01-05-02-01-02-01.mp4,full_AV,speech,angry,strong,01,02,1,male,data\raw\ravdess\Actor_01\01-01-05-02-01-02-01.mp4,5424.8
01-01-05-02-02-01-01.mp4,full_AV,speech,angry,strong,02,01,1,male,data\raw\ravdess\Actor_01\01-01-05-02-02-01-01.mp4,5142.1
01-01-05-02-02-02-01.mp4,full_AV,speech,angry,strong,02,02,1,male,data\raw\ravdess\Actor_01\01-01-05-02-02-02-01.mp4,5509.6
01-01-06-01-01-01-01.mp4,full_AV,speech,fearful,normal,01,01,1,male,data\raw\ravdess\Actor_01\01-01-06-01-01-01-01.mp4,4561.2
01-01-06-01-01-02-01.mp4,full_AV,speech,fearful,normal,01,02,1,male,data\raw\ravdess\Actor_01\01-01-06-01-01-02-01.mp4,4506.8
01-01-06-01-02-01-01.mp4,full_AV,speech,fearful,normal,02,01,1,male,data\raw\ravdess\Actor_01\01-01-06-01-02-01-01.mp4,4263.0
01-01-06-01-02-02-01.mp4,full_AV,speech,fearful,normal,02,02,1,male,data\raw\ravdess\Actor_01\01-01-06-01-02-02-01.mp4,4593.3
01-01-06-02-01-01-01.mp4,full_AV,speech,fearful,strong,01,01,1,male,data\raw\ravdess\Actor_01\01-01-06-02-01-01-01.mp4,6234.5
01-01-06-02-01-02-01.mp4,full_AV,speech,fearful,strong,01,02,1,male,data\raw\ravdess\Actor_01\01-01-06-02-01-02-01.mp4,5270.6
01-01-06-02-02-01-01.mp4,full_AV,speech,fearful,strong,02,01,1,male,data\raw\ravdess\Actor_01\01-01-06-02-02-01-01.mp4,4950.5
01-01-06-02-02-02-01.mp4,full_AV,speech,fearful,strong,02,02,1,male,data\raw\ravdess\Actor_01\01-01-06-02-02-02-01.mp4,4869.2
01-01-07-01-01-01-01.mp4,full_AV,speech,disgust,normal,01,01,1,male,data\raw\ravdess\Actor_01\01-01-07-01-01-01-01.mp4,4799.2
01-01-07-01-01-02-01.mp4,full_AV,speech,disgust,normal,01,02,1,male,data\raw\ravdess\Actor_01\01-01-07-01-01-02-01.mp4,4870.7
01-01-07-01-02-01-01.mp4,full_AV,speech,disgust,normal,02,01,1,male,data\raw\ravdess\Actor_01\01-01-07-01-02-01-01.mp4,4873.9
01-01-07-01-02-02-01.mp4,full_AV,speech,disgust,normal,02,02,1,male,data\raw\ravdess\Actor_01\01-01-07-01-02-02-01.mp4,4760.2
01-01-07-02-01-01-01.mp4,full_AV,speech,disgust,strong,01,01,1,male,data\raw\ravdess\Actor_01\01-01-07-02-01-01-01.mp4,5338.3
01-01-07-02-01-02-01.mp4,full_AV,speech,disgust,strong,01,02,1,male,data\raw\ravdess\Actor_01\01-01-07-02-01-02-01.mp4,5117.4
01-01-07-02-02-01-01.mp4,full_AV,speech,disgust,strong,02,01,1,male,data\raw\ravdess\Actor_01\01-01-07-02-02-01-01.mp4,5042.0
01-01-07-02-02-02-01.mp4,full_AV,speech,disgust,strong,02,02,1,male,data\raw\ravdess\Actor_01\01-01-07-02-02-02-01.mp4,5431.2
01-01-08-01-01-01-01.mp4,full_AV,speech,surprised,normal,01,01,1,male,data\raw\ravdess\Actor_01\01-01-08-01-01-01-01.mp4,4218.4
01-01-08-01-01-02-01.mp4,full_AV,speech,surprised,normal,01,02,1,male,data\raw\ravdess\Actor_01\01-01-08-01-01-02-01.mp4,4065.9
01-01-08-01-02-01-01.mp4,full_AV,speech,surprised,normal,02,01,1,male,data\raw\ravdess\Actor_01\01-01-08-01-02-01-01.mp4,4384.7
01-01-08-01-02-02-01.mp4,full_AV,speech,surprised,normal,02,02,1,male,data\raw\ravdess\Actor_01\01-01-08-01-02-02-01.mp4,4066.6
01-01-08-02-01-01-01.mp4,full_AV,speech,surprised,strong,01,01,1,male,data\raw\ravdess\Actor_01\01-01-08-02-01-01-01.mp4,4262.4
01-01-08-02-01-02-01.mp4,full_AV,speech,surprised,strong,01,02,1,male,data\raw\ravdess\Actor_01\01-01-08-02-01-02-01.mp4,4432.8
01-01-08-02-02-01-01.mp4,full_AV,speech,surprised,strong,02,01,1,male,data\raw\ravdess\Actor_01\01-01-08-02-02-01-01.mp4,4351.5
01-01-08-02-02-02-01.mp4,full_AV,speech,surprised,strong,02,02,1,male,data\raw\ravdess\Actor_01\01-01-08-02-02-02-01.mp4,4064.9
02-01-01-01-01-01-01.mp4,video_only,speech,neutral,normal,01,01,1,male,data\raw\ravdess\Actor_01\02-01-01-01-01-01-01.mp4,3058.2
02-01-01-01-01-02-01.mp4,video_only,speech,neutral,normal,01,02,1,male,data\raw\ravdess\Actor_01\02-01-01-01-01-02-01.mp4,3167.4
02-01-01-01-02-01-01.mp4,video_only,speech,neutral,normal,02,01,1,male,data\raw\ravdess\Actor_01\02-01-01-01-02-01-01.mp4,3925.6
02-01-01-01-02-02-01.mp4,video_only,speech,neutral,normal,02,02,1,male,data\raw\ravdess\Actor_01\02-01-01-01-02-02-01.mp4,3706.7
02-01-02-01-01-01-01.mp4,video_only,speech,calm,normal,01,01,1,male,data\raw\ravdess\Actor_01\02-01-02-01-01-01-01.mp4,4201.7
02-01-02-01-01-02-01.mp4,video_only,speech,calm,normal,01,02,1,male,data\raw\ravdess\Actor_01\02-01-02-01-01-02-01.mp4,4065.2
02-01-02-01-02-01-01.mp4,video_only,speech,calm,normal,02,01,1,male,data\raw\ravdess\Actor_01\02-01-02-01-02-01-01.mp4,4334.5
02-01-02-01-02-02-01.mp4,video_only,speech,calm,normal,02,02,1,male,data\raw\ravdess\Actor_01\02-01-02-01-02-02-01.mp4,4301.9
02-01-02-02-01-01-01.mp4,video_only,speech,calm,strong,01,01,1,male,data\raw\ravdess\Actor_01\02-01-02-02-01-01-01.mp4,4156.6
02-01-02-02-01-02-01.mp4,video_only,speech,calm,strong,01,02,1,male,data\raw\ravdess\Actor_01\02-01-02-02-01-02-01.mp4,4749.6
02-01-02-02-02-01-01.mp4,video_only,speech,calm,strong,02,01,1,male,data\raw\ravdess\Actor_01\02-01-02-02-02-01-01.mp4,4846.5
02-01-02-02-02-02-01.mp4,video_only,speech,calm,strong,02,02,1,male,data\raw\ravdess\Actor_01\02-01-02-02-02-02-01.mp4,4555.8
02-01-03-01-01-01-01.mp4,video_only,speech,happy,normal,01,01,1,male,data\raw\ravdess\Actor_01\02-01-03-01-01-01-01.mp4,4301.4
02-01-03-01-01-02-01.mp4,video_only,speech,happy,normal,01,02,1,male,data\raw\ravdess\Actor_01\02-01-03-01-01-02-01.mp4,4207.5
02-01-03-01-02-01-01.mp4,video_only,speech,happy,normal,02,01,1,male,data\raw\ravdess\Actor_01\02-01-03-01-02-01-01.mp4,4375.1
02-01-03-01-02-02-01.mp4,video_only,speech,happy,normal,02,02,1,male,data\raw\ravdess\Actor_01\02-01-03-01-02-02-01.mp4,4511.1
02-01-03-02-01-01-01.mp4,video_only,speech,happy,strong,01,01,1,male,data\raw\ravdess\Actor_01\02-01-03-02-01-01-01.mp4,4548.2
02-01-03-02-01-02-01.mp4,video_only,speech,happy,strong,01,02,1,male,data\raw\ravdess\Actor_01\02-01-03-02-01-02-01.mp4,4497.1
02-01-03-02-02-01-01.mp4,video_only,speech,happy,strong,02,01,1,male,data\raw\ravdess\Actor_01\02-01-03-02-02-01-01.mp4,4920.4
02-01-03-02-02-02-01.mp4,video_only,speech,happy,strong,02,02,1,male,data\raw\ravdess\Actor_01\02-01-03-02-02-02-01.mp4,4929.1
02-01-04-01-01-01-01.mp4,video_only,speech,sad,normal,01,01,1,male,data\raw\ravdess\Actor_01\02-01-04-01-01-01-01.mp4,4749.1
02-01-04-01-01-02-01.mp4,video_only,speech,sad,normal,01,02,1,male,data\raw\ravdess\Actor_01\02-01-04-01-01-02-01.mp4,4188.2
02-01-04-01-02-01-01.mp4,video_only,speech,sad,normal,02,01,1,male,data\raw\ravdess\Actor_01\02-01-04-01-02-01-01.mp4,3699.7
02-01-04-01-02-02-01.mp4,video_only,speech,sad,normal,02,02,1,male,data\raw\ravdess\Actor_01\02-01-04-01-02-02-01.mp4,4143.3
02-01-04-02-01-01-01.mp4,video_only,speech,sad,strong,01,01,1,male,data\raw\ravdess\Actor_01\02-01-04-02-01-01-01.mp4,4499.1
02-01-04-02-01-02-01.mp4,video_only,speech,sad,strong,01,02,1,male,data\raw\ravdess\Actor_01\02-01-04-02-01-02-01.mp4,4535.5
02-01-04-02-02-01-01.mp4,video_only,speech,sad,strong,02,01,1,male,data\raw\ravdess\Actor_01\02-01-04-02-02-01-01.mp4,4454.3
02-01-04-02-02-02-01.mp4,video_only,speech,sad,strong,02,02,1,male,data\raw\ravdess\Actor_01\02-01-04-02-02-02-01.mp4,4526.0
02-01-05-01-01-01-01.mp4,video_only,speech,angry,normal,01,01,1,male,data\raw\ravdess\Actor_01\02-01-05-01-01-01-01.mp4,4796.6
02-01-05-01-01-02-01.mp4,video_only,speech,angry,normal,01,02,1,male,data\raw\ravdess\Actor_01\02-01-05-01-01-02-01.mp4,4932.5
02-01-05-01-02-01-01.mp4,video_only,speech,angry,normal,02,01,1,male,data\raw\ravdess\Actor_01\02-01-05-01-02-01-01.mp4,4255.3
02-01-05-01-02-02-01.mp4,video_only,speech,angry,normal,02,02,1,male,data\raw\ravdess\Actor_01\02-01-05-01-02-02-01.mp4,4626.3
02-01-05-02-01-01-01.mp4,video_only,speech,angry,strong,01,01,1,male,data\raw\ravdess\Actor_01\02-01-05-02-01-01-01.mp4,5089.8
02-01-05-02-01-02-01.mp4,video_only,speech,angry,strong,01,02,1,male,data\raw\ravdess\Actor_01\02-01-05-02-01-02-01.mp4,5419.7
02-01-05-02-02-01-01.mp4,video_only,speech,angry,strong,02,01,1,male,data\raw\ravdess\Actor_01\02-01-05-02-02-01-01.mp4,5135.2
02-01-05-02-02-02-01.mp4,video_only,speech,angry,strong,02,02,1,male,data\raw\ravdess\Actor_01\02-01-05-02-02-02-01.mp4,5495.8
02-01-06-01-01-01-01.mp4,video_only,speech,fearful,normal,01,01,1,male,data\raw\ravdess\Actor_01\02-01-06-01-01-01-01.mp4,4555.1
02-01-06-01-01-02-01.mp4,video_only,speech,fearful,normal,01,02,1,male,data\raw\ravdess\Actor_01\02-01-06-01-01-02-01.mp4,4499.5
02-01-06-01-02-01-01.mp4,video_only,speech,fearful,normal,02,01,1,male,data\raw\ravdess\Actor_01\02-01-06-01-02-01-01.mp4,4256.0
02-01-06-01-02-02-01.mp4,video_only,speech,fearful,normal,02,02,1,male,data\raw\ravdess\Actor_01\02-01-06-01-02-02-01.mp4,4580.1
02-01-06-02-01-01-01.mp4,video_only,speech,fearful,strong,01,01,1,male,data\raw\ravdess\Actor_01\02-01-06-02-01-01-01.mp4,6217.5
02-01-06-02-01-02-01.mp4,video_only,speech,fearful,strong,01,02,1,male,data\raw\ravdess\Actor_01\02-01-06-02-01-02-01.mp4,5252.1
02-01-06-02-02-01-01.mp4,video_only,speech,fearful,strong,02,01,1,male,data\raw\ravdess\Actor_01\02-01-06-02-02-01-01.mp4,4936.9
02-01-06-02-02-02-01.mp4,video_only,speech,fearful,strong,02,02,1,male,data\raw\ravdess\Actor_01\02-01-06-02-02-02-01.mp4,4876.7
02-01-07-01-01-01-01.mp4,video_only,speech,disgust,normal,01,01,1,male,data\raw\ravdess\Actor_01\02-01-07-01-01-01-01.mp4,4799.6
02-01-07-01-01-02-01.mp4,video_only,speech,disgust,normal,01,02,1,male,data\raw\ravdess\Actor_01\02-01-07-01-01-02-01.mp4,4874.4
02-01-07-01-02-01-01.mp4,video_only,speech,disgust,normal,02,01,1,male,data\raw\ravdess\Actor_01\02-01-07-01-02-01-01.mp4,4877.0
02-01-07-01-02-02-01.mp4,video_only,speech,disgust,normal,02,02,1,male,data\raw\ravdess\Actor_01\02-01-07-01-02-02-01.mp4,4403.6
02-01-07-02-01-01-01.mp4,video_only,speech,disgust,strong,01,01,1,male,data\raw\ravdess\Actor_01\02-01-07-02-01-01-01.mp4,5329.7
02-01-07-02-01-02-01.mp4,video_only,speech,disgust,strong,01,02,1,male,data\raw\ravdess\Actor_01\02-01-07-02-01-02-01.mp4,5101.7
02-01-07-02-02-01-01.mp4,video_only,speech,disgust,strong,02,01,1,male,data\raw\ravdess\Actor_01\02-01-07-02-02-01-01.mp4,5027.2
02-01-07-02-02-02-01.mp4,video_only,speech,disgust,strong,02,02,1,male,data\raw\ravdess\Actor_01\02-01-07-02-02-02-01.mp4,5408.8
02-01-08-01-01-01-01.mp4,video_only,speech,surprised,normal,01,01,1,male,data\raw\ravdess\Actor_01\02-01-08-01-01-01-01.mp4,4065.9
02-01-08-01-01-02-01.mp4,video_only,speech,surprised,normal,01,02,1,male,data\raw\ravdess\Actor_01\02-01-08-01-01-02-01.mp4,3836.2
02-01-08-01-02-01-01.mp4,video_only,speech,surprised,normal,02,01,1,male,data\raw\ravdess\Actor_01\02-01-08-01-02-01-01.mp4,4351.9
02-01-08-01-02-02-01.mp4,video_only,speech,surprised,normal,02,02,1,male,data\raw\ravdess\Actor_01\02-01-08-01-02-02-01.mp4,3681.7
02-01-08-02-01-01-01.mp4,video_only,speech,surprised,strong,01,01,1,male,data\raw\ravdess\Actor_01\02-01-08-02-01-01-01.mp4,3845.7
02-01-08-02-01-02-01.mp4,video_only,speech,surprised,strong,01,02,1,male,data\raw\ravdess\Actor_01\02-01-08-02-01-02-01.mp4,4235.1
02-01-08-02-02-01-01.mp4,video_only,speech,surprised,strong,02,01,1,male,data\raw\ravdess\Actor_01\02-01-08-02-02-01-01.mp4,4199.2
02-01-08-02-02-02-01.mp4,video_only,speech,surprised,strong,02,02,1,male,data\raw\ravdess\Actor_01\02-01-08-02-02-02-01.mp4,3846.2
01-01-01-01-01-01-02.mp4,full_AV,speech,neutral,normal,01,01,2,female,data\raw\ravdess\Actor_02\01-01-01-01-01-01-02.mp4,4558.2
01-01-01-01-01-02-02.mp4,full_AV,speech,neutral,normal,01,02,2,female,data\raw\ravdess\Actor_02\01-01-01-01-01-02-02.mp4,4517.2
01-01-01-01-02-01-02.mp4,full_AV,speech,neutral,normal,02,01,2,female,data\raw\ravdess\Actor_02\01-01-01-01-02-01-02.mp4,4721.6
01-01-01-01-02-02-02.mp4,full_AV,speech,neutral,normal,02,02,2,female,data\raw\ravdess\Actor_02\01-01-01-01-02-02-02.mp4,4514.4
01-01-02-01-01-01-02.mp4,full_AV,speech,calm,normal,01,01,2,female,data\raw\ravdess\Actor_02\01-01-02-01-01-01-02.mp4,4802.5
01-01-02-01-01-02-02.mp4,full_AV,speech,calm,normal,01,02,2,female,data\raw\ravdess\Actor_02\01-01-02-01-01-02-02.mp4,5019.2
01-01-02-01-02-01-02.mp4,full_AV,speech,calm,normal,02,01,2,female,data\raw\ravdess\Actor_02\01-01-02-01-02-01-02.mp4,4805.3
01-01-02-01-02-02-02.mp4,full_AV,speech,calm,normal,02,02,2,female,data\raw\ravdess\Actor_02\01-01-02-01-02-02-02.mp4,4980.1
01-01-02-02-01-01-02.mp4,full_AV,speech,calm,strong,01,01,2,female,data\raw\ravdess\Actor_02\01-01-02-02-01-01-02.mp4,5176.6
01-01-02-02-01-02-02.mp4,full_AV,speech,calm,strong,01,02,2,female,data\raw\ravdess\Actor_02\01-01-02-02-01-02-02.mp4,5056.5
01-01-02-02-02-01-02.mp4,full_AV,speech,calm,strong,02,01,2,female,data\raw\ravdess\Actor_02\01-01-02-02-02-01-02.mp4,5136.4
01-01-02-02-02-02-02.mp4,full_AV,speech,calm,strong,02,02,2,female,data\raw\ravdess\Actor_02\01-01-02-02-02-02-02.mp4,5136.3
01-01-03-01-01-01-02.mp4,full_AV,speech,happy,normal,01,01,2,female,data\raw\ravdess\Actor_02\01-01-03-01-01-01-02.mp4,4512.9
01-01-03-01-01-02-02.mp4,full_AV,speech,happy,normal,01,02,2,female,data\raw\ravdess\Actor_02\01-01-03-01-01-02-02.mp4,4636.7
01-01-03-01-02-01-02.mp4,full_AV,speech,happy,normal,02,01,2,female,data\raw\ravdess\Actor_02\01-01-03-01-02-01-02.mp4,4719.1
01-01-03-01-02-02-02.mp4,full_AV,speech,happy,normal,02,02,2,female,data\raw\ravdess\Actor_02\01-01-03-01-02-02-02.mp4,4677.6
01-01-03-02-01-01-02.mp4,full_AV,speech,happy,strong,01,01,2,female,data\raw\ravdess\Actor_02\01-01-03-02-01-01-02.mp4,4639.3
01-01-03-02-01-02-02.mp4,full_AV,speech,happy,strong,01,02,2,female,data\raw\ravdess\Actor_02\01-01-03-02-01-02-02.mp4,4598.8
01-01-03-02-02-01-02.mp4,full_AV,speech,happy,strong,02,01,2,female,data\raw\ravdess\Actor_02\01-01-03-02-02-01-02.mp4,4638.3
01-01-03-02-02-02-02.mp4,full_AV,speech,happy,strong,02,02,2,female,data\raw\ravdess\Actor_02\01-01-03-02-02-02-02.mp4,4846.1
01-01-04-01-01-01-02.mp4,full_AV,speech,sad,normal,01,01,2,female,data\raw\ravdess\Actor_02\01-01-04-01-01-01-02.mp4,4803.5
01-01-04-01-01-02-02.mp4,full_AV,speech,sad,normal,01,02,2,female,data\raw\ravdess\Actor_02\01-01-04-01-01-02-02.mp4,4719.7
01-01-04-01-02-01-02.mp4,full_AV,speech,sad,normal,02,01,2,female,data\raw\ravdess\Actor_02\01-01-04-01-02-01-02.mp4,4678.8
01-01-04-01-02-02-02.mp4,full_AV,speech,sad,normal,02,02,2,female,data\raw\ravdess\Actor_02\01-01-04-01-02-02-02.mp4,4718.6
01-01-04-02-01-01-02.mp4,full_AV,speech,sad,strong,01,01,2,female,data\raw\ravdess\Actor_02\01-01-04-02-01-01-02.mp4,4679.7
01-01-04-02-01-02-02.mp4,full_AV,speech,sad,strong,01,02,2,female,data\raw\ravdess\Actor_02\01-01-04-02-01-02-02.mp4,4722.9
01-01-04-02-02-01-02.mp4,full_AV,speech,sad,strong,02,01,2,female,data\raw\ravdess\Actor_02\01-01-04-02-02-01-02.mp4,4640.8
01-01-04-02-02-02-02.mp4,full_AV,speech,sad,strong,02,02,2,female,data\raw\ravdess\Actor_02\01-01-04-02-02-02-02.mp4,4598.5
01-01-05-01-01-01-02.mp4,full_AV,speech,angry,normal,01,01,2,female,data\raw\ravdess\Actor_02\01-01-05-01-01-01-02.mp4,4595.3
01-01-05-01-01-02-02.mp4,full_AV,speech,angry,normal,01,02,2,female,data\raw\ravdess\Actor_02\01-01-05-01-01-02-02.mp4,4598.8
01-01-05-01-02-01-02.mp4,full_AV,speech,angry,normal,02,01,2,female,data\raw\ravdess\Actor_02\01-01-05-01-02-01-02.mp4,4720.9
01-01-05-01-02-02-02.mp4,full_AV,speech,angry,normal,02,02,2,female,data\raw\ravdess\Actor_02\01-01-05-01-02-02-02.mp4,4765.2
01-01-05-02-01-01-02.mp4,full_AV,speech,angry,strong,01,01,2,female,data\raw\ravdess\Actor_02\01-01-05-02-01-01-02.mp4,4905.5
01-01-05-02-01-02-02.mp4,full_AV,speech,angry,strong,01,02,2,female,data\raw\ravdess\Actor_02\01-01-05-02-01-02-02.mp4,5015.4
01-01-05-02-02-01-02.mp4,full_AV,speech,angry,strong,02,01,2,female,data\raw\ravdess\Actor_02\01-01-05-02-02-01-02.mp4,4949.9
01-01-05-02-02-02-02.mp4,full_AV,speech,angry,strong,02,02,2,female,data\raw\ravdess\Actor_02\01-01-05-02-02-02-02.mp4,5016.5
01-01-06-01-01-01-02.mp4,full_AV,speech,fearful,normal,01,01,2,female,data\raw\ravdess\Actor_02\01-01-06-01-01-01-02.mp4,4554.8
01-01-06-01-01-02-02.mp4,full_AV,speech,fearful,normal,01,02,2,female,data\raw\ravdess\Actor_02\01-01-06-01-01-02-02.mp4,4677.5
01-01-06-01-02-01-02.mp4,full_AV,speech,fearful,normal,02,01,2,female,data\raw\ravdess\Actor_02\01-01-06-01-02-01-02.mp4,4595.9
01-01-06-01-02-02-02.mp4,full_AV,speech,fearful,normal,02,02,2,female,data\raw\ravdess\Actor_02\01-01-06-01-02-02-02.mp4,4679.1
01-01-06-02-01-01-02.mp4,full_AV,speech,fearful,strong,01,01,2,female,data\raw\ravdess\Actor_02\01-01-06-02-01-01-02.mp4,4762.5
01-01-06-02-01-02-02.mp4,full_AV,speech,fearful,strong,01,02,2,female,data\raw\ravdess\Actor_02\01-01-06-02-01-02-02.mp4,4553.0
01-01-06-02-02-01-02.mp4,full_AV,speech,fearful,strong,02,01,2,female,data\raw\ravdess\Actor_02\01-01-06-02-02-01-02.mp4,4513.2
01-01-06-02-02-02-02.mp4,full_AV,speech,fearful,strong,02,02,2,female,data\raw\ravdess\Actor_02\01-01-06-02-02-02-02.mp4,4514.1
01-01-07-01-01-01-02.mp4,full_AV,speech,disgust,normal,01,01,2,female,data\raw\ravdess\Actor_02\01-01-07-01-01-01-02.mp4,4599.2
01-01-07-01-01-02-02.mp4,full_AV,speech,disgust,normal,01,02,2,female,data\raw\ravdess\Actor_02\01-01-07-01-01-02-02.mp4,4556.8
01-01-07-01-02-01-02.mp4,full_AV,speech,disgust,normal,02,01,2,female,data\raw\ravdess\Actor_02\01-01-07-01-02-01-02.mp4,4842.9
01-01-07-01-02-02-02.mp4,full_AV,speech,disgust,normal,02,02,2,female,data\raw\ravdess\Actor_02\01-01-07-01-02-02-02.mp4,4807.0
01-01-07-02-01-01-02.mp4,full_AV,speech,disgust,strong,01,01,2,female,data\raw\ravdess\Actor_02\01-01-07-02-01-01-02.mp4,5177.5
01-01-07-02-01-02-02.mp4,full_AV,speech,disgust,strong,01,02,2,female,data\raw\ravdess\Actor_02\01-01-07-02-01-02-02.mp4,5179.7
01-01-07-02-02-01-02.mp4,full_AV,speech,disgust,strong,02,01,2,female,data\raw\ravdess\Actor_02\01-01-07-02-02-01-02.mp4,5017.7
01-01-07-02-02-02-02.mp4,full_AV,speech,disgust,strong,02,02,2,female,data\raw\ravdess\Actor_02\01-01-07-02-02-02-02.mp4,5057.7
01-01-08-01-01-01-02.mp4,full_AV,speech,surprised,normal,01,01,2,female,data\raw\ravdess\Actor_02\01-01-08-01-01-01-02.mp4,4428.3
01-01-08-01-01-02-02.mp4,full_AV,speech,surprised,normal,01,02,2,female,data\raw\ravdess\Actor_02\01-01-08-01-01-02-02.mp4,4433.4
01-01-08-01-02-01-02.mp4,full_AV,speech,surprised,normal,02,01,2,female,data\raw\ravdess\Actor_02\01-01-08-01-02-01-02.mp4,4511.7
